"""Tanggal"",""Terakhir"",""Pembukaan"",""Tertinggi"",""Terendah"",""Vol."",""Perubahan%"""
"""43817"",""1475,44"",""1476,45"",""1479,39"",""1470,1"","""",""-0,0007"""
"""43818"",""1479,15"",""1475,29"",""1481,9"",""1472,6"","""",""0,0025"""
"""43819"",""1478,2"",""1479,29"",""1481,06"",""1475,5"","""",""-0,0006"""
"""43822"",""1485,52"",""1478,2"",""1486,16"",""1477,5"","""",""0,005"""
"""43823"",""1499,56"",""1486,07"",""1501,08"",""1484,96"","""",""0,0095"""
"""43824"",""1499,55"",""1499,55"",""1499,55"",""1499,55"","""",""0"""
"""43825"",""1511,55"",""1499,41"",""1512,55"",""1497,45"","""",""0,008"""
"""43826"",""1510,67"",""1511,55"",""1515,34"",""1506,73"","""",""-0,0006"""
"""43829"",""1515,22"",""1511,49"",""1516,3"",""1509,96"","""",""0,003"""
"""43830"",""1517,39"",""1515,51"",""1525,59"",""1514,79"","""",""0,0014"""
"""43831"",""1517,3"",""1517,26"",""1517,48"",""1517,2"","""",""-0,0001"""
"""43832"",""1528,94"",""1517,13"",""1531,3"",""1517,09"","""",""0,0077"""
"""43833"",""1551,65"",""1529,11"",""1553,45"",""1527,95"","""",""0,0149"""
"""43836"",""1565,96"",""1560,59"",""1582,69"",""1560,59"","""",""0,0092"""
"""43837"",""1573,99"",""1565,93"",""1577,38"",""1555,1"","""",""0,0051"""
"""43838"",""1555,81"",""1573,99"",""1611"",""1551,97"","""",""-0,0116"""
"""43839"",""1552,37"",""1555,76"",""1561,33"",""1539,88"","""",""-0,0022"""
"""43840"",""1562,28"",""1552,26"",""1563,19"",""1545,32"","""",""0,0064"""
"""43843"",""1548,3"",""1562,29"",""1562,3"",""1546,52"","""",""-0,0089"""
"""43844"",""1546,37"",""1548,31"",""1548,8"",""1535,88"","""",""-0,0012"""
"""43845"",""1556,19"",""1546,26"",""1558,23"",""1546,01"","""",""0,0064"""
"""43846"",""1552,79"",""1556,17"",""1558,14"",""1547,85"","""",""-0,0022"""
"""43847"",""1556,61"",""1552,9"",""1561,3"",""1549,26"","""",""0,0025"""
"""43850"",""1561,58"",""1558,56"",""1562,81"",""1556,35"","""",""0,0032"""
"""43851"",""1558,02"",""1560,85"",""1568,65"",""1546,25"","""",""-0,0023"""
"""43852"",""1558,91"",""1558,03"",""1559,35"",""1549,81"","""",""0,0006"""
"""43853"",""1563,33"",""1558,93"",""1567,94"",""1551,29"","""",""0,0028"""
"""43854"",""1570,65"",""1563,29"",""1575,76"",""1556,16"","""",""0,0047"""
"""43857"",""1581,95"",""1579,99"",""1586,72"",""1575,59"","""",""0,0072"""
"""43858"",""1566,24"",""1582,05"",""1583,17"",""1565,64"","""",""-0,0099"""
"""43859"",""1577,12"",""1566,21"",""1577,96"",""1563,1"","""",""0,0069"""
"""43860"",""1574,22"",""1576,98"",""1585,97"",""1572,49"","""",""-0,0018"""
"""43861"",""1590,2"",""1574,27"",""1590,2"",""1570,84"","""",""0,0102"""
"""43864"",""1576,45"",""1589,85"",""1591,86"",""1571,26"","""",""-0,0086"""
"""43865"",""1552,55"",""1576,3"",""1579,54"",""1548,99"","""",""-0,0152"""
"""43866"",""1556,7"",""1552,57"",""1562,31"",""1547,2"","""",""0,0027"""
"""43867"",""1566,85"",""1556,88"",""1568,29"",""1552,24"","""",""0,0065"""
"""43868"",""1570,29"",""1566,96"",""1574,05"",""1562,38"","""",""0,0022"""
"""43871"",""1572,3"",""1569,94"",""1577,16"",""1568,01"","""",""0,0013"""
"""43872"",""1567,72"",""1572,01"",""1573,96"",""1562,18"","""",""-0,0029"""
"""43873"",""1565,63"",""1567,73"",""1570,48"",""1561,46"","""",""-0,0013"""
"""43874"",""1576,39"",""1565,62"",""1578,11"",""1565,43"","""",""0,0069"""
"""43875"",""1584,7"",""1576,29"",""1585,04"",""1573,15"","""",""0,0053"""
"""43878"",""1581,1"",""1584,75"",""1584,86"",""1578,4"","""",""-0,0023"""
"""43879"",""1601,91"",""1583,31"",""1605,35"",""1582,96"","""",""0,0132"""
"""43880"",""1611,64"",""1601,8"",""1612,91"",""1599,49"","""",""0,0061"""
"""43881"",""1619,7"",""1611,71"",""1623,74"",""1603,89"","""",""0,005"""
"""43882"",""1643,7"",""1619,79"",""1649,14"",""1618,99"","""",""0,0148"""
"""43885"",""1660,72"",""1658,96"",""1688,96"",""1652,3"","""",""0,0104"""
"""43886"",""1635,38"",""1660,72"",""1660,85"",""1629,01"","""",""-0,0153"""
"""43887"",""1639,96"",""1635,46"",""1655,07"",""1625,72"","""",""0,0028"""
"""43888"",""1642,35"",""1640,56"",""1660,44"",""1635,66"","""",""0,0015"""
"""43889"",""1585,12"",""1642,14"",""1649,49"",""1565,86"","""",""-0,0348"""
"""43892"",""1590,73"",""1590,99"",""1610,78"",""1579,54"","""",""0,0035"""
"""43893"",""1639,77"",""1590,78"",""1649,5"",""1587,79"","""",""0,0308"""
"""43894"",""1635,83"",""1639,85"",""1651,68"",""1631,99"","""",""-0,0024"""
"""43895"",""1670,61"",""1635,83"",""1674,66"",""1634,92"","""",""0,0213"""
"""43896"",""1674,23"",""1670,66"",""1692,11"",""1647,98"","""",""0,0022"""
"""43899"",""1680,2"",""1694,6"",""1703,16"",""1657,96"","""",""0,0036"""
"""43900"",""1649,36"",""1678,9"",""1680,36"",""1642,11"","""",""-0,0184"""
"""43901"",""1635,03"",""1649,69"",""1670,97"",""1632,9"","""",""-0,0087"""
